id,avg wind_speed,Precipitation_Amount_(rain),Max_temperature,Min_temperature,humidity,Transmission_mode,Duration
893,4.25,5,NA,NA,63.13215259,Soil-borne,7
894,4.92,0,NA,NA,68.6428593,Soil-borne,7
895,4.83,0,NA,NA,63.90164154,Soil-borne,7
896,7.17,5,NA,NA,60.424786,Soil-borne,7
897,8.29,0.8,NA,NA,63.58337146,Soil-borne,7
898,5.88,4.5,NA,NA,67.62779652,Soil-borne,7
899,17.83,0.8,NA,NA,63.83179889,Soil-borne,7
900,8.92,3.3,NA,NA,66.32102048,Soil-borne,7
901,8.67,0.1,NA,NA,91.63536236,Soil-borne,7
902,10.34,0.5,NA,NA,89.93701023,Soil-borne,7
903,11.83,6.3,NA,NA,87.4024767,Soil-borne,7
904,11.87,0.3,NA,NA,94.5110662,Soil-borne,7
905,12.04,2.8,NA,NA,89.90147027,Soil-borne,7
906,8.17,3.1,NA,NA,92.40501423,Soil-borne,7
907,12.71,3.5,NA,NA,89.3259486,Soil-borne,7
908,13.04,3,NA,NA,91.45498527,Soil-borne,7
909,12.17,3.4,NA,NA,94.27659596,Soil-borne,7
910,13.5,2.8,NA,NA,92.68328358,Soil-borne,7
911,11.58,0.5,NA,NA,85.19098079,Soil-borne,7
912,8.54,0.8,16.2,11.4,85.63608688,Soil-borne,7
913,5.09,0.3,17,11.1,86.35590206,Soil-borne,7
914,6.46,0,17.2,12.2,93.7974061,Soil-borne,7
915,8.5,0.7,15.7,11.3,89.73266695,Soil-borne,7
916,5.17,3.4,16.6,10.5,89.08935702,Soil-borne,7
917,2.67,0.1,16.1,11.6,92.30882391,Soil-borne,7
918,6.46,0,16.6,11.1,94.88267728,Soil-borne,7
919,10.92,0,16.6,10.7,88.16779129,Soil-borne,7
920,13.96,0.1,16.4,11.5,89.61794165,Soil-borne,7
921,8.17,0.2,17,10.6,89.9224883,Soil-borne,7
922,4.46,0.9,15,8.4,94.79397419,Soil-borne,7
923,4.79,0.3,15.6,10.2,89.31505137,Soil-borne,7
924,5.54,0.5,17.2,7.8,91.11927248,Soil-borne,7
925,14.71,0,20,12.2,89.75272999,Soil-borne,7
926,12.04,3.8,18.8,13.4,91.19442671,Soil-borne,7
927,10.29,2,19,11.6,87.31290342,Soil-borne,7
928,9.75,0,17.6,12.1,91.34039616,Soil-borne,7
929,6.5,0,19.4,10.2,89.68919664,Soil-borne,7
930,10.04,0.4,19.4,13.7,88.92944254,Soil-borne,7
931,6.5,0,17.7,4.7,90.83687246,Soil-borne,7
932,7.29,0,24,11.6,89.93457597,Soil-borne,7
933,6.5,3.4,17.7,15,90.29751796,Soil-borne,7
934,7.87,2.3,18.3,12.6,87.74938524,Soil-borne,7
935,11.17,0.1,18.2,13.1,94.95031368,Soil-borne,7
936,11,1.1,17.5,8.3,89.64934166,Waterborne,7
937,6.5,0,17.7,9.2,87.84034604,Waterborne,7
938,5.5,0,20.1,7.2,94.25702672,Waterborne,7
939,5.91,0,20.4,6.6,93.87030088,Waterborne,7
940,8.21,0,21.1,7.1,85.56083187,Waterborne,7
941,4.33,0,25.5,9.5,87.59629625,Waterborne,7
942,4.33,0,22.3,8.7,93.0569505,Waterborne,7
943,5.41,0,21.4,12.7,88.1508343,Waterborne,7
944,4.08,0,20.3,10,89.38003827,Waterborne,7
945,2.62,0,19.6,10.5,85.56033312,Waterborne,7
946,3.13,0,21.1,13.3,91.90842992,Waterborne,7
947,10.5,4.1,18.3,12.8,87.95158129,Waterborne,7
948,7,0,18.8,11.6,90.3396556,Waterborne,7
949,12.58,0,20.6,14,85.12912161,Waterborne,7
950,13.5,0,16.6,9.7,85.40695044,Waterborne,7
951,7.96,9.4,17.3,8.6,89.39686219,Waterborne,7
952,14.09,2.1,19.7,12.6,93.13277,Waterborne,7
953,11.25,1.6,18.4,12.2,94.26304717,Waterborne,7
954,8.38,0,18.8,11.6,91.12282162,Waterborne,7
955,6.58,0,16.2,10.7,89.7870345,Waterborne,7
956,6.67,4.3,17.6,8.7,90.88292835,Waterborne,7
957,9.21,15.1,16.3,6.2,88.71691157,Waterborne,7
958,17.67,44.4,13,9.6,86.19740917,Waterborne,7
959,15.67,0,15,8.8,93.14554876,Waterborne,7
960,6.92,0,17.7,7.3,89.61850203,Waterborne,7
961,7.79,3.6,17.8,11.2,93.34236582,Waterborne,7
962,11.08,0.4,17,8.8,85.42912869,Waterborne,7
963,9.46,3.4,18.3,9.7,87.22815682,Waterborne,7
964,7.62,0.2,18.8,12.7,91.61793636,Waterborne,7
965,13.13,3.8,17.8,10.3,86.10874614,Waterborne,7
966,13.59,0.4,19,11.1,90.64498715,Waterborne,7
967,9,3.6,17.7,12.7,92.03009222,Waterborne,7
968,19.62,3.3,17.3,12.3,89.01574455,Waterborne,7
969,14.62,0.2,15.5,11.4,90.97819712,Waterborne,7
970,7.41,0,15.5,9.8,94.63612858,Waterborne,7
971,8.33,0,16.5,10.5,86.34233767,Waterborne,7
972,11.12,11.4,17.7,12.3,88.48567856,Waterborne,7
973,9.59,0.5,15.6,11.6,94.94330457,Waterborne,7
974,10.34,0.5,NA,NA,87.1775172,Waterborne,7
975,8.96,1.3,NA,NA,88.83768149,Waterborne,7
976,11.25,2.8,NA,NA,90.88612388,Waterborne,7
977,5.96,0,NA,NA,88.87651295,Waterborne,7
978,9.25,6.8,NA,NA,94.46485312,Waterborne,7
979,10.34,6.9,NA,NA,86.88738076,Waterborne,7
980,14.67,2,NA,NA,90.42177379,Waterborne,7
981,13.13,1.2,NA,NA,91.08706822,Waterborne,7
982,14.04,0.3,NA,NA,94.42971362,Waterborne,7
983,3.71,0,NA,NA,92.97527546,Waterborne,7
984,2.54,0,NA,NA,89.02127045,Waterborne,7
985,4.29,0,NA,NA,92.51675903,Waterborne,7
986,9.79,0,NA,NA,94.99897537,Waterborne,7
987,9.33,0,NA,NA,89.24126808,Waterborne,7
988,5.91,0,NA,NA,88.45577158,Waterborne,7
989,4.75,0,NA,NA,86.79058496,Waterborne,7
990,7.83,5.6,NA,NA,91.19431555,Waterborne,7
991,5.41,0,NA,NA,92.93386903,Waterborne,7
992,6.75,0.2,NA,NA,93.16343942,Waterborne,7
993,5.5,0,NA,NA,85.4017118,Waterborne,7
994,2.54,0,NA,NA,91.07776977,Waterborne,7
995,3.21,0,NA,NA,85.70786282,Waterborne,7
996,5.09,2,NA,NA,85.83618191,Waterborne,7
997,14.67,1.3,NA,NA,89.80732335,Waterborne,7
998,13.37,15.8,NA,NA,92.65058936,Waterborne,7
999,23.04,0,NA,NA,93.32657504,Waterborne,7
1000,15,0,NA,NA,86.20613842,Waterborne,7
1001,10.17,0.3,NA,NA,76.24900101,Waterborne,7
1002,17.88,0,NA,NA,83.67675197,Waterborne,7
1003,12.5,0.2,NA,NA,82.96221306,Waterborne,7
1004,15.71,0.9,NA,NA,80.11585705,Waterborne,7
1005,10.54,1.2,NA,NA,79.39654531,Waterborne,7
1006,14.21,2,NA,NA,84.42379269,Waterborne,7
1007,14.25,1.5,NA,NA,80.18546798,Waterborne,7
1008,9.04,2.4,NA,NA,78.06762846,Waterborne,7
1009,8.71,5.1,NA,NA,83.390039,Waterborne,7
1010,11.17,0,NA,NA,76.16151562,Waterborne,7
1011,14.33,0.4,NA,NA,82.68752542,Waterborne,7
1012,15.25,0,NA,NA,76.50045221,Waterborne,7
1013,14.42,0,NA,NA,75.26429821,Waterborne,7
1014,9.83,0,NA,NA,78.8086068,Waterborne,7
1015,9.42,0.3,NA,NA,78.04602887,Waterborne,7
1016,14.21,0,NA,NA,83.34688193,Waterborne,7
1017,3.83,4.3,NA,NA,78.3422098,Waterborne,7
1018,11.67,1,NA,NA,79.68542782,Waterborne,7
1019,7.46,0,NA,NA,75.94067692,Waterborne,7
1020,10.37,0,NA,NA,82.54195839,Waterborne,7
1021,12.96,0,NA,NA,76.8532006,Waterborne,7
1022,15.09,0.2,NA,NA,78.89864446,Waterborne,7
1023,13.42,0,NA,NA,84.88394407,Waterborne,7
1024,13.88,6.3,NA,NA,80.79783998,Waterborne,7
1025,9.79,0.4,NA,NA,82.34429458,Waterborne,7
1026,12.92,0,NA,NA,79.19588629,Waterborne,7
1027,4.83,0,NA,NA,77.32017166,Waterborne,7
1028,6.04,0,NA,NA,77.38229006,Waterborne,7
1029,11.21,0,NA,NA,81.36028902,Waterborne,7
1030,15.37,0.1,NA,NA,77.79586769,Waterborne,7
1031,12.04,5.4,NA,NA,83.31110751,Waterborne,7
1032,8.21,3,NA,NA,81.4654833,Waterborne,7
1033,15.92,9.6,NA,NA,81.38204104,Waterborne,7
1034,5.25,0.2,NA,NA,79.28693687,Waterborne,7
1035,8.25,0.5,NA,NA,76.67484233,Waterborne,7
1036,6,16.2,NA,NA,82.0638878,Waterborne,7
1037,7.33,2,NA,NA,82.36208097,Waterborne,7
1038,16.13,7.9,NA,NA,83.33983116,Waterborne,7
1039,11.12,9.8,NA,NA,81.06003778,Waterborne,7
1040,3,0.2,NA,NA,78.71024836,Waterborne,7
1041,7.62,0,NA,NA,79.35898915,Waterborne,7
1042,13,0,NA,NA,75.03193255,Waterborne,7
1043,6.58,11.2,NA,NA,80.18080728,Waterborne,7
1044,19.83,7.6,NA,NA,77.25629897,Waterborne,7
1045,18.29,0.3,NA,NA,83.51014178,Waterborne,7
1046,25.92,0,NA,NA,84.97323747,Waterborne,7
1047,14.42,1.7,NA,NA,78.52399914,Waterborne,7
1048,12.08,0.1,NA,NA,81.95580471,Waterborne,7
1049,2.92,6.3,NA,NA,77.79913575,Waterborne,7
1050,6.29,0,NA,NA,79.59242542,Waterborne,7
1051,13.75,11.5,NA,NA,81.54448882,Waterborne,7
1052,22.5,0.9,NA,NA,83.6995044,Waterborne,7
1053,10.08,2.2,NA,NA,81.40740301,Waterborne,7
1054,7.17,2,NA,NA,76.57853189,Waterborne,7
1055,24.71,7,NA,NA,82.95958244,Waterborne,7
1056,10.21,0,NA,NA,83.96754496,Waterborne,7
1057,13.17,3.1,NA,NA,81.10523402,Waterborne,7
1058,14.62,0,NA,NA,84.41007614,Waterborne,7
1059,18.41,1.5,NA,NA,82.69285419,Waterborne,7
1060,14.42,0,NA,NA,83.55829874,Waterborne,7
1061,5.91,3.5,NA,NA,75.77363772,Waterborne,7
1062,10.41,0,NA,NA,80.47152737,Waterborne,7
1063,6.46,0.2,NA,NA,76.11239849,Waterborne,7
1064,6.42,7.2,NA,NA,83.50423735,Waterborne,7
1065,13.79,1,NA,NA,81.08183635,Waterborne,7
1066,16,0,NA,NA,81.33506906,Waterborne,7
1067,21.29,0,NA,NA,81.81365007,Waterborne,7
1068,16.08,0,NA,NA,77.95192527,Waterborne,7
1069,10.71,0,NA,NA,79.28625709,Waterborne,7
1070,13.21,0,NA,NA,76.05522115,Waterborne,7
1071,8.92,0,NA,NA,84.97849241,Waterborne,7
1072,1.83,0,NA,NA,84.51194224,Waterborne,7
1073,3.46,0,NA,NA,84.47321314,Waterborne,7
1074,12.17,0,NA,NA,78.34971537,Waterborne,7
1075,17.54,6.4,NA,NA,78.51833782,Waterborne,7
1076,16.96,0,NA,NA,83.31172003,Waterborne,7
1077,13.04,0.3,NA,NA,80.261731,Waterborne,7
1078,9.08,0,NA,NA,76.48541655,Waterborne,7
1079,6.5,1.8,NA,NA,79.49221962,Waterborne,7
1080,4.92,0,NA,NA,80.6430384,Waterborne,7
1081,6.42,0,NA,NA,77.48247073,Waterborne,7
1082,7.5,1.2,NA,NA,82.1888998,Waterborne,7
1083,10.58,0,NA,NA,84.15403614,Waterborne,7
1084,8.38,0,NA,NA,78.90085998,Waterborne,7
1085,10.88,0,NA,NA,80.1190228,Waterborne,7
1086,6.63,0,NA,NA,83.36307683,Waterborne,7
1087,12.08,0,NA,NA,81.53977797,Waterborne,7
1088,18.08,1.1,NA,NA,84.51602322,Waterborne,7
1089,12.21,0,NA,NA,82.99556744,Waterborne,7
1090,8.29,0,NA,NA,77.3970629,Waterborne,7
1091,10.54,0,NA,NA,79.29122198,Waterborne,7
1092,12.87,2,NA,NA,76.98740841,Waterborne,7
1093,14.29,1.5,NA,NA,76.63713353,Waterborne,7
1094,17.29,2.6,NA,NA,78.76260938,Waterborne,7
1095,18.29,0.1,NA,NA,84.70189923,Waterborne,7
1096,14.12,0,11.6,4.3,84.54625006,Waterborne,7
1097,22.63,0,11.6,6.4,76.52808057,Waterborne,7
1098,16.13,0,12.2,10,82.20793613,Waterborne,7
1099,6.5,2.6,11.7,9.4,78.4873835,Waterborne,7
1100,3.67,0.1,7.8,5,78.20585613,Waterborne,7
1101,2.54,0.5,9.2,5.5,47.54885174,Waterborne,7
1102,2.92,0,10.1,2.5,53.72979826,Waterborne,7
1103,4.08,0,8.3,-0.4,47.67525434,Waterborne,7
1104,2.67,0,9.1,2.4,45.53556603,Waterborne,7
1105,2.71,0,8.1,4.1,54.25964196,Waterborne,7
1106,4.42,0,6.4,2.8,50.62161586,Waterborne,7
1107,7.54,0,6.5,3.3,53.19212381,Waterborne,7
1108,15.04,1.8,6.6,3.8,45.16127859,Waterborne,7
1109,8.71,0,7.2,0.1,52.22780489,Waterborne,7
1110,11.12,0,7.3,0.5,52.19331595,Waterborne,7
1111,11.34,0,5.4,4.3,52.34605806,Waterborne,7
1112,12.25,0,6.5,2.8,51.4271781,Waterborne,7
1113,15.29,0,10.5,4,53.63549533,Waterborne,7
1114,2.62,0,9.6,6.1,48.5622488,Waterborne,7
1115,7.58,0,11.1,4,52.66319725,Waterborne,7
1116,1.92,0,9.3,1.2,48.88704844,Waterborne,7
1117,3,0.1,8.3,2.2,45.53106268,Waterborne,7
1118,9.92,0.8,9.4,4,49.45962621,Waterborne,7
1119,6.34,0,5.1,-0.3,52.13797867,Waterborne,7
1120,9.08,0,6.5,0.3,54.16482251,Waterborne,7
1121,7.12,0,7.3,1.1,47.94053996,Waterborne,7
1122,11.08,0.9,10,-0.5,53.33018851,Waterborne,7
1123,15.87,0,9.4,5,54.49960506,Waterborne,7
1124,17.25,0.9,11,5.5,50.52559148,Waterborne,7
1125,19,2.8,11,2.7,48.13974548,Waterborne,7
1126,22.92,0.9,11.2,3.3,47.41196659,Waterborne,7
1127,17.67,0.4,12.2,9,49.08864345,Waterborne,7
1128,15.34,0.8,11.8,9.4,49.48613279,Waterborne,12
1129,16.79,0.5,9,5.6,46.12866113,Waterborne,12
1130,15.5,0.6,9.1,3.6,50.96040505,Waterborne,12
1131,7.25,0,6.1,0.5,51.77965917,Waterborne,12
1132,5.63,0,5.5,-6.1,49.21729127,Waterborne,12
1133,5.88,0,5.5,-4.2,51.94190321,Waterborne,12
1134,7.21,0,6.1,-2.5,45.02236377,Waterborne,12
1135,7.54,0,6.3,-5.1,48.69677802,Waterborne,12
1136,10.83,0,7.1,-3.8,51.39586505,Waterborne,12
1137,8.5,0,7.7,3.4,50.19368841,Waterborne,12
1138,9.67,0,8.4,-2.3,50.84881347,Waterborne,12
1139,20.3,1.4,8.3,4.7,48.56916221,Waterborne,12
1140,17.04,2.6,8.6,4.4,45.88744691,Waterborne,12
1141,13.88,2.9,8.4,5.4,53.2328243,Waterborne,12
1142,12.96,2.7,5.5,4.4,49.92963856,Waterborne,12
1143,12.83,4.8,5.5,1.8,45.58110023,Waterborne,12
1144,24,1.2,3.3,0.2,52.5896771,Waterborne,12
1145,16.38,0,3.3,0,47.40519056,Waterborne,12
1146,9.67,0,2.7,1.5,47.16808054,Waterborne,12
1147,18.29,1.8,5,1.1,50.70880979,Waterborne,12
1148,19.25,2.2,8.8,-2.1,48.75613373,Waterborne,12
1149,8.92,0.5,13.8,4.4,48.50387598,Waterborne,12
1150,15.04,1.3,10.7,2.8,54.43945147,Waterborne,12
1151,11.08,0.1,12.2,2.7,52.61323969,Waterborne,12
1152,16.25,2,11,7.6,51.42664176,Waterborne,12
1153,13.79,0,13.3,7.6,47.90859131,Waterborne,12
1154,8.46,0,11.7,7.1,47.45553843,Waterborne,12
1155,5.88,0,12.1,2.1,51.0845903,Waterborne,12
1156,8.87,0,11.2,-1.3,54.82257868,Waterborne,12
1157,6.04,0,9,0,51.08494181,Waterborne,12
1158,4.83,0,5.6,1.7,47.71875722,Waterborne,12
1159,7.83,0.2,9.3,-2,49.40983294,Waterborne,12
1160,7.67,1.6,6.8,2.4,53.53903102,Waterborne,12
1161,5.88,0,5.7,0.3,45.41692012,Waterborne,12
1162,10.08,1.2,5,-0.1,46.16888595,Waterborne,12
1163,9.5,0.3,7,2.2,46.69536813,Waterborne,12
1164,10.29,0.1,7.8,1.7,54.80750249,Waterborne,12
1165,10.67,0,6.5,5,45.61143594,Waterborne,12
1166,15.16,0,10,3.2,53.96886679,Waterborne,12
1167,15.37,12.3,8.3,4.9,48.20662669,Waterborne,12
1168,12.87,11.4,9.4,4.9,46.73723302,Waterborne,12
1169,13.21,0.4,12.8,7.1,50.22287593,Waterborne,12
1170,6.54,0,10,0.2,48.97047762,Waterborne,12
1171,17.41,16.2,5.6,3.3,51.98594645,Waterborne,12
1172,23.13,0.9,5.7,1.7,53.56092806,Waterborne,12
1173,22.54,11.1,5.6,3.7,51.59445462,Waterborne,12
1174,15.37,10.6,10.2,3.6,50.34035336,Waterborne,12
1175,11.34,0.8,9.8,4.8,52.23810152,Waterborne,12
1176,8.71,1.7,11.1,6.3,52.72170281,Waterborne,12
1177,6.08,0.2,9,6.4,47.02058367,Waterborne,12
1178,11,2.8,12.3,3.9,49.02450149,Waterborne,12
1179,7.58,8.6,11.4,7.3,50.69693751,Waterborne,12
1180,15.37,0.1,10.3,2.9,47.97230503,Waterborne,12
1181,6,2.8,10.2,-1.1,49.30347234,Waterborne,12
1182,9.67,8.7,8,3.9,49.95955487,Waterborne,12
1183,8.92,0.5,7.7,5.8,45.5661059,Waterborne,12
1184,7.71,0.3,7.2,5,46.78393776,Waterborne,12
1185,7.71,0,6.7,0.3,51.25786185,Waterborne,12
1186,10.58,0,5.7,4.2,53.05980465,Waterborne,12
1187,12.04,0.3,6.6,4.3,52.48823147,Waterborne,12
1188,10.63,0.1,7.8,0.8,53.06009323,Waterborne,12
1189,11.83,0,7.2,2.1,47.93791463,Waterborne,12
1190,12.75,0,7.7,1.1,50.0983181,Waterborne,12
1191,6.58,5,11.1,0.5,47.59319575,Waterborne,12
1192,7.33,0,11.1,3.1,54.39416048,Waterborne,12
1193,7.29,0,12.6,-1,54.9640534,Waterborne,12
1194,11.63,0,14,6.1,52.94641947,Waterborne,12
1195,18.05,0.4,14.2,7.8,50.44030129,Waterborne,12
1196,8.54,0,13.3,1.3,48.77926304,Waterborne,12
1197,10.04,1.1,14.1,7.2,51.41593238,Waterborne,12
1198,14.37,0.1,13,9.7,52.48100602,Waterborne,12
1199,15.96,2.2,12.7,4.4,54.01352682,Waterborne,12
1200,19.04,1,12.2,4.8,47.74916499,Waterborne,12
1201,10.71,0.7,14,7.2,81.54156612,Waterborne,12
1202,9.17,7,11.6,7,82.42614055,Waterborne,12
1203,12.79,0.5,12.7,7.1,83.88504863,Waterborne,12
1204,12.87,0,12,7.6,80.65968681,Waterborne,12
1205,4.75,1,12.5,2.3,83.74372787,Waterborne,12
1206,9.25,3.2,10.7,3.5,82.21079946,Waterborne,12
1207,5.41,4.5,9.2,6.1,82.75241875,Waterborne,12
1208,9.04,2.5,11.5,4.4,83.56812483,Waterborne,12
1209,9.79,0,14.6,5.1,81.62497448,Waterborne,12
1210,7.83,6.7,12.2,2.8,80.18393287,Waterborne,12
1211,12.29,0,14.6,8.3,82.68593454,Waterborne,12
1212,7.21,2.4,14.6,10.1,82.29335466,Waterborne,12
1213,11.42,2.5,14.3,9.7,80.91934392,Waterborne,12
1214,11.63,5.8,15.5,9.4,80.96093443,Waterborne,12
1215,15.09,2.8,14.2,7.7,82.89753705,Waterborne,12
1216,14.5,3.4,13.7,6.7,83.51444973,Waterborne,12
1217,11.08,4.5,14,6,80.55557235,Waterborne,12
1218,9.79,1.1,16.6,8.3,80.84806564,Waterborne,12
1219,20.08,3.4,15,8.5,82.73366439,Waterborne,12
1220,19.41,2.2,15.7,7.5,81.77713468,Waterborne,12
1221,15.54,0,15,6.5,80.58931938,Waterborne,12
1222,9.75,1,15.1,10,81.54185044,Waterborne,12
1223,16.66,3.6,15.7,10.5,83.98351748,Waterborne,12
1224,19.7,3.2,14.7,6.5,82.71775569,Waterborne,12
1225,15.96,6.3,14.5,9.6,80.55625868,Waterborne,12
1226,15.92,6,14.4,7.2,83.59398734,Waterborne,12
1227,15.04,0,17.7,8.8,82.48336987,Waterborne,12
1228,14.37,0,18.3,11.7,81.20876367,Waterborne,12
1229,11.54,0,15.6,6.6,82.24729637,Waterborne,12
1230,9.92,0,16.1,5.1,82.03812973,Waterborne,12
1231,5.25,0,18.4,5,81.16314317,Waterborne,12
1232,5.66,0,20.1,8.3,82.00335557,Waterborne,12
1233,7.08,0.5,17.7,7.4,82.66850729,Waterborne,12
1234,13.46,0.4,18.3,12,81.17931863,Waterborne,12
1235,7.33,3.8,15.1,7.2,80.01639435,Waterborne,12
1236,7.54,0.8,15.2,5.8,83.00471609,Waterborne,12
1237,6.96,0,16.8,11.8,81.32235739,Waterborne,12
1238,10.71,0.7,12.7,9.3,83.25447587,Waterborne,12
1239,10.92,0,16.4,7.7,83.86742974,Waterborne,12
1240,11.08,0,18.2,10.2,80.86325389,Waterborne,12
1241,11.29,0,18.7,10.6,80.03100049,Waterborne,12
1242,6.13,0,19.4,6.6,80.68700527,Waterborne,12
1243,8.87,0,19,10,81.23966573,Waterborne,12
1244,10.54,0.5,15,11,80.18612085,Waterborne,12
1245,8.17,0,18.8,11.5,81.03544763,Waterborne,12
1246,3.08,2.8,18.5,6.1,83.34010951,Waterborne,12
1247,13.54,0.3,15.5,11.6,80.95628959,Waterborne,12
1248,17.37,3,10.8,9.4,81.01783402,Waterborne,12
1249,10.67,1.4,11.4,6.7,83.17093908,Waterborne,12
1250,7.67,3.8,16.1,7.2,82.33098331,Waterborne,12
1251,15.5,0.4,18.4,9.5,83.44518113,Waterborne,12
1252,11.12,1,18.3,12.2,82.56407013,Waterborne,12
1253,8.25,4.2,14.5,11.1,80.97598029,Waterborne,12
1254,10.04,0.4,18.3,11.5,81.53996362,Waterborne,12
1255,10.71,0.3,18,9.5,80.02130636,Waterborne,12
1256,8.58,5.9,17.2,12.6,80.49979873,Waterborne,12
1257,9.62,6.8,19.1,11.6,81.67215994,Waterborne,12
1258,11.21,0.4,19,11.2,81.12109244,Waterborne,12
1259,6.75,7.4,16.8,12.3,83.36094029,Waterborne,12
1260,8.63,0,18.1,10.6,81.61051026,Waterborne,12
1261,13.25,1.3,16.1,7.2,82.51034633,Waterborne,12
1262,15.37,0,16.5,8.2,80.12211649,Waterborne,12
1263,13.21,0.1,19.2,9.7,81.24995984,Waterborne,12
1264,6.17,4,16.3,10.5,80.2827185,Waterborne,12
1265,5.91,0,17.3,8.4,83.54193816,Waterborne,12
1266,13.25,0,15,6.3,83.32560104,Waterborne,12
1267,10.25,0,16.3,4.4,81.03886263,Waterborne,12
1268,8.96,0.2,19.3,4.4,80.70695797,Waterborne,12
1269,3.67,1.2,14.5,10.5,83.71498986,Waterborne,12
1270,4.63,1.3,16,9.7,81.25353895,Waterborne,12
1271,4.29,0,20.1,7.1,82.92903419,Waterborne,12
1272,3.92,0,19.6,10.6,82.66396666,Waterborne,12
1273,8,2.4,21.8,10.6,80.09711412,Waterborne,12
1274,10.41,2.1,18.7,13.4,80.54942557,Waterborne,12
1275,5.21,0,17.2,13,80.76838926,Waterborne,12
1276,8.92,0,20,8.8,82.22118237,Waterborne,12
1277,14.88,0,20.6,12.5,81.17712085,Waterborne,12
1278,7.92,0,20.2,12,82.79092939,Waterborne,12
1279,9.87,0,18.1,12.7,83.18392806,Waterborne,12
1280,6.58,0,16.5,11.3,82.79782954,Waterborne,12
1281,5.21,0,17.3,5.7,82.26890793,Waterborne,12
1282,8.42,0.2,17.8,9.3,80.15215777,Waterborne,12
1283,6.42,0,17.3,7.6,82.94270065,Waterborne,12
1284,19.41,1.9,17.2,11.1,80.63399198,Waterborne,12
1285,16.21,4.3,16.1,10.5,82.9042841,Waterborne,12
1286,14.5,0,17.6,9,82.57813624,Waterborne,12
1287,12.25,3,18.3,7.7,81.6212135,Waterborne,12
1288,13.42,0,20.5,13.3,81.15595212,Waterborne,12
1289,6.54,0,17.7,10.1,80.8084305,Waterborne,12
1290,9.54,2,19.8,10.6,82.94703302,Waterborne,12
1291,13.54,0,21.1,14.4,80.28297993,Waterborne,12
1292,11.58,0,22,5,83.74765639,Waterborne,12
1293,4.29,3.8,22.3,9,82.93262435,Waterborne,12
1294,4.08,0.2,20.7,14.4,80.73112694,Waterborne,12
1295,4.63,10,16.3,13.4,80.06633966,Waterborne,12
1296,7.79,1,18.3,14,80.22631717,Waterborne,12
1297,2.5,3.9,18.1,12.2,82.72828653,Waterborne,12
1298,1.96,0.3,19.5,12.2,82.94573346,Waterborne,12
1299,4.63,0,21.2,12.7,83.4795292,Waterborne,12
1300,6.83,0,20.8,14.8,82.55138983,Waterborne,12
1301,9.96,0,22.2,14.4,80.92254421,Waterborne,12
1302,8.17,0,21.7,15.5,83.44621709,Waterborne,12
1303,3.96,0,19.7,10.1,81.77527562,Waterborne,12
1304,15.09,0,21.5,12.3,88.30866319,Waterborne,12
1305,11.96,0.2,21.1,13.2,81.32563243,Waterborne,12
1306,6.71,0,19.6,14.8,88.989272,Waterborne,12
1307,10.13,0.2,22.3,14.8,88.7285657,Waterborne,12
1308,13.79,0.2,19.7,13.5,89.77076659,Waterborne,12
1309,16.54,0,18.3,13.4,85.34866045,Waterborne,12
1310,14.04,0,20.4,14,89.81574032,Waterborne,12
1311,8.71,0,23.7,15.5,80.04678201,Waterborne,12
1312,4.42,0,21.8,15.5,84.18406764,Waterborne,12
1313,7.67,11.8,19.1,14.4,83.31883376,Waterborne,12
1314,6.83,3.3,18.8,11.5,83.9195902,Waterborne,12
1315,9.21,10.1,16.5,10.1,80.22972777,Waterborne,12
1316,6.96,1.3,18.4,11.1,84.1726996,Waterborne,12
1317,4.88,1.2,19.1,7.8,89.64815231,Waterborne,12
1318,3.08,4.5,17,13.1,89.73524177,Waterborne,12
1319,3.63,0,18.8,12.8,88.22874955,Waterborne,12
1320,2.46,0,18.2,7.5,80.02621335,Waterborne,12
1321,5.09,0,17.1,12.7,87.6883982,Waterborne,12
1322,3.04,0,18.8,10.1,86.97190046,Waterborne,12
1323,2.79,2.4,19,9.5,84.26830701,Waterborne,12
1324,7.08,13.9,18.5,12.7,87.55055105,Waterborne,12
1325,13.42,24.3,17,14.4,87.5931128,Waterborne,12
1326,15.09,1,16.2,13.8,89.13163965,Waterborne,12
1327,10.67,0,15.4,7.3,81.44030363,Waterborne,12
1328,5.71,2.6,15.5,4.3,80.99313508,Waterborne,12
1329,4.25,0,15.7,3.3,85.05318563,Waterborne,12
1330,9.42,0,19.1,7.8,88.94568335,Waterborne,12
1331,13.62,1.2,18.7,13.7,84.20576992,Waterborne,12
1332,15.34,0,21.5,16,82.043255,Waterborne,12
1333,13,0,22.2,15.7,84.16390229,Waterborne,12
1334,8.04,0,20.5,13.6,84.84494575,Waterborne,12
1335,7.12,0,23.1,10.4,86.52258079,Waterborne,12
1336,11.34,5,18,11.5,86.7295205,Waterborne,12
1337,9.25,0,17.2,8.1,84.6378378,Waterborne,12
1338,4.38,0,16.8,3.2,82.39053979,Waterborne,12
1339,7.21,0,16.6,4.2,87.8274604,Waterborne,12
1340,11.29,0.1,17.1,10.3,81.40297428,Waterborne,12
1341,10,0,20,12.2,80.38266489,Waterborne,12
1342,2.04,0,18.3,11.1,89.28272716,Waterborne,12
1343,2.46,0,19,9.3,83.47202566,Waterborne,12
1344,5.63,13.7,16.9,9.3,89.98405233,Waterborne,12
